,energy,cTheta,phi,prob_b,spheri,pt2rel,multip,bqvjet,ptlrel,isb
4107,45.2552,0.2941,-1.2323,0.0,0.1367,0.025,0.1752,0.0775,-0.0003,0.0
4108,48.1147,0.5402,2.9403,0.0219,0.405,0.0971,0.4311,0.0305,-0.0003,0.0
4109,43.7568,-0.5423,-0.1888,0.0334,0.0946,0.0291,0.1768,0.041,0.0451,0.0
4110,55.2468,0.3659,0.796,0.1286,0.2551,0.0603,0.2914,0.0513,-0.0003,1.0
4111,41.6144,-0.3834,-2.3592,0.6613,0.6318,0.0219,0.4031,0.6024,-0.0003,1.0
4112,43.1708,0.1287,1.7863,0.12,0.7212,0.0397,0.2661,0.1046,-0.0003,0.0
4113,39.295,-0.123,-1.3134,0.0952,0.4076,0.0978,0.4549,0.0329,-0.0003,0.0
4114,46.0548,-0.2694,2.8083,0.0098,0.4802,0.1162,0.4361,0.0257,-0.0003,0.0
4115,40.6592,0.2374,-0.3364,0.0487,0.3671,0.1747,0.4958,0.0319,-0.0003,0.0
4116,52.5185,-0.2258,-1.4196,0.0171,0.0756,0.0593,0.3794,0.1926,-0.0003,0.0
4117,41.7853,0.2946,1.7147,0.1308,0.6542,0.0431,0.2237,0.0364,-0.0003,0.0
4118,44.9043,-0.7128,-0.0681,0.0121,0.2719,0.1238,0.439,0.0463,0.367,0.0
4119,35.3185,0.7199,3.0447,0.0267,0.533,0.025,0.3279,0.0401,-0.0003,0.0
4120,47.8309,0.5274,-3.1214,0.0165,0.5216,0.0605,0.3454,0.0867,-0.0003,0.0
4121,36.4904,-0.5234,-0.0037,0.0314,0.4296,0.0952,0.2786,0.007,-0.0003,0.0
4122,61.7777,0.1583,2.2122,0.0117,0.3715,0.0724,0.4455,0.038,-0.0003,0.0
4123,45.2827,-0.15,-0.9263,0.0202,0.7751,0.0523,0.4818,0.1247,-0.0003,0.0
4124,47.8279,-0.5578,1.042,0.0367,0.6115,0.0865,0.5613,0.0811,-0.0003,0.0
4125,43.064,0.556,-2.1125,0.0291,0.1836,0.0119,0.2663,0.0148,-0.0003,0.0
4126,48.1086,0.3729,1.2929,0.041,0.124,0.1018,0.3018,0.0284,-0.0003,0.0
4127,42.1057,-0.3703,-1.8552,0.0403,0.4494,0.0756,0.3126,0.0128,-0.0003,0.0
4128,52.1645,-0.177,3.0478,0.0127,0.3456,0.2812,0.549,0.0175,-0.0003,0.0
4129,45.2399,0.2023,-0.0839,0.0091,0.1601,0.0542,0.0876,0.0043,-0.0003,0.0
4130,49.2164,0.6929,0.5541,0.0437,0.3132,0.0613,0.2143,0.029,-0.0003,0.0
4131,36.8231,-0.6858,-2.6121,0.0173,0.4639,0.0176,0.2315,0.0341,-0.0003,0.0
4132,44.9256,0.6287,-1.8156,0.0325,0.2382,0.0252,0.1756,0.0211,-0.0003,0.0
4133,37.0794,-0.6296,1.3005,0.0358,0.2591,0.0226,0.416,0.1143,0.0493,0.0
4134,50.1961,0.5198,-0.736,0.0034,0.41,0.0123,0.2132,0.0137,-0.0003,0.0
4135,46.8971,-0.5282,2.4093,0.0902,0.3285,0.076,0.3906,0.131,-0.0003,0.0
4136,48.9632,0.5655,0.1794,0.0531,0.1737,0.0974,0.3004,0.0416,-0.0003,0.0
4137,44.3549,-0.562,-2.9688,0.0333,0.0399,0.0623,0.3083,0.173,-0.0003,0.0
4138,47.0558,0.5347,-0.2389,0.0325,0.0675,0.0512,0.5203,0.14,-0.0003,0.0
4139,44.062,-0.536,2.9014,0.2859,0.2958,0.0924,0.4853,0.1122,-0.0003,0.0
4140,50.5959,0.4962,1.4161,0.0159,0.5301,0.0349,0.4682,0.1523,0.153,0.0
4141,46.2287,-0.5173,-1.7149,0.0031,0.1774,0.0092,0.3049,0.1216,-0.0003,0.0
4142,50.0465,0.42,2.7253,0.0085,0.5133,0.1736,0.6829,0.0486,-0.0003,0.0
4143,49.5705,-0.3777,-0.3418,0.0208,0.2003,0.0648,0.2567,0.0159,-0.0003,0.0
4144,43.6866,0.6652,0.7916,0.1015,0.3146,0.1637,0.3095,0.1104,-0.0003,0.0
4145,38.8373,-0.6488,-2.3484,0.0313,0.3167,0.0511,0.3194,0.0638,-0.0003,0.0
4146,50.7301,0.2458,0.8437,0.0011,0.1248,0.0366,0.0851,0.036,-0.0003,0.0
4147,44.126,-0.2848,-2.2976,0.0295,0.392,0.0602,0.5292,0.1213,-0.0003,0.0
4148,47.0344,0.7776,-3.0398,0.0008,0.3231,0.0566,0.3469,0.0106,-0.0003,0.0
4149,33.4478,-0.7678,0.077,0.0793,0.2965,0.0207,0.2379,0.1679,-0.0003,0.0
4150,43.949,-0.4311,1.7936,0.0196,0.0892,0.0544,0.3973,0.0106,-0.0003,0.0
4151,42.9816,0.4424,-1.3073,0.0086,0.6219,0.04,0.3552,0.0886,-0.0003,0.0
4152,52.2011,-0.6281,-1.025,0.0142,0.2018,0.1359,0.2956,0.0441,-0.0003,0.0
4153,45.8534,0.6195,2.142,0.1226,0.3591,0.1218,0.5239,0.0694,-0.0003,0.0
4154,46.5492,-0.1389,-1.8159,0.0526,0.1369,0.4698,0.3913,0.008,-0.0003,0.0
4155,44.6937,0.1452,1.3283,0.0029,0.0689,0.0294,0.4835,0.1257,-0.0003,0.0
4156,49.0974,0.71,-0.6556,0.0033,0.2058,0.0677,0.3002,0.0843,-0.0003,0.0
4157,47.2877,-0.7158,2.5164,0.0381,0.4259,0.0206,0.2165,0.0472,-0.0003,0.0
4158,43.4333,-0.7827,-2.469,0.0454,0.3784,0.0165,0.4871,0.189,-0.0003,0.0
4159,37.7447,0.7857,0.6346,0.0055,0.1737,0.02,0.138,0.0847,-0.0003,0.0
4160,47.6753,0.6352,1.5201,0.0442,0.1827,0.0228,0.2593,0.051,-0.0003,0.0
4161,38.4588,-0.6338,-1.5894,0.0025,0.2125,0.0463,0.2288,0.0768,-0.0003,0.0
4162,46.7597,-0.5473,-3.1021,0.0047,0.5993,0.039,0.1737,0.0085,-0.0003,0.0
4163,44.8127,0.5661,0.038,0.0471,0.2944,0.0374,0.4831,0.0539,-0.0003,0.0
4164,54.7677,0.2549,-0.4555,0.4403,0.4058,0.1328,0.3755,0.3255,-0.0003,1.0
4165,45.1637,-0.2267,2.6632,0.3786,0.4051,0.047,0.3068,0.3012,0.4721,1.0
4166,45.3132,-0.7268,0.6993,0.0076,0.1816,0.0494,0.4817,0.0504,-0.0003,0.0
4167,40.5035,0.7397,-2.4098,0.0618,0.62,0.043,0.2256,0.1219,0.1112,0.0
4168,51.8776,0.4151,-2.7133,0.0082,0.3179,0.0837,0.3383,0.0176,-0.0003,0.0
4169,45.9785,-0.4079,0.4245,0.1119,0.4004,0.0266,0.3054,0.168,-0.0003,0.0
4170,48.4779,0.2494,0.8932,0.017,0.0421,0.1987,0.3012,0.0129,-0.0003,0.0
4171,47.895,-0.2415,-2.2489,0.001,0.2448,0.026,0.3453,0.133,-0.0003,0.0
4172,45.185,0.3743,0.0786,0.0034,0.1593,0.0652,0.3506,0.0091,-0.0003,0.0
4173,42.3865,-0.3429,-3.0481,0.012,0.2686,0.1664,0.4903,0.0219,-0.0003,0.0
4174,48.5725,0.355,-0.1903,0.1642,0.1619,0.0534,0.4301,0.2191,0.1086,0.0
4175,46.5278,-0.3633,2.9553,0.2357,0.1206,0.138,0.2609,0.1015,-0.0003,0.0
4176,36.7864,-0.0165,-1.2302,0.0493,0.422,0.0268,0.278,0.1453,-0.0003,0.0
4177,33.7163,0.0648,1.8738,0.055,0.5291,0.0055,0.0949,0.0136,-0.0003,0.0
4178,45.6794,0.0367,2.5685,0.0285,0.1946,0.0481,0.3496,0.0828,-0.0003,0.0
4179,37.7844,-0.0361,-0.6034,0.0605,0.1179,0.0595,0.4598,0.0119,-0.0003,0.0
4180,47.2755,0.0019,1.0648,0.0012,0.1733,0.1013,0.7796,0.0325,-0.0003,0.0
4181,35.7702,0.0034,-2.0921,0.0033,0.3148,0.025,0.1401,0.044,-0.0003,0.0
4182,50.0862,0.7464,2.9315,0.0086,0.2861,0.0635,0.3414,0.0832,-0.0003,0.0
4183,24.5731,-0.7645,-0.2127,0.0436,0.2462,0.0075,0.313,0.0032,-0.0003,0.0
4184,52.4605,-0.5465,0.0818,0.008,0.5142,0.0551,0.253,0.0024,-0.0003,0.0
4185,44.004,0.5384,-3.0742,0.0303,0.0484,0.0229,0.1324,0.0049,-0.0003,0.0
4186,48.3162,0.5506,-1.1968,0.0099,0.392,0.0175,0.2584,0.0596,-0.0003,0.0
4187,43.7537,-0.5551,1.957,0.0006,0.0916,0.0316,0.221,0.04,-0.0003,0.0
4188,57.3465,0.314,-2.4989,0.0473,0.3473,0.0505,0.2062,0.0683,-0.0003,0.0
4189,46.8818,-0.3013,0.5862,0.0036,0.2514,0.0682,0.5642,0.0449,-0.0003,0.0
4190,40.4852,-0.7795,1.6858,0.128,0.3233,0.0175,0.1805,0.1343,-0.0003,1.0
4191,35.8465,0.791,-1.4781,0.0478,0.2825,0.036,0.4199,0.0981,0.3121,1.0
4192,37.4548,-0.1231,-1.8949,0.0285,0.1721,0.017,0.4148,0.0402,-0.0003,0.0
4193,35.3918,0.1191,1.2717,0.0259,0.3878,0.0158,0.2341,0.0218,-0.0003,0.0
4194,50.8156,-0.5041,0.7892,0.0076,0.2185,0.2564,0.4251,0.0289,1.197,0.0
4195,40.2899,0.5145,-2.34,0.0038,0.5032,0.0343,0.4066,0.1359,-0.0003,0.0
4196,47.5166,-0.4537,-2.7438,0.0931,0.324,0.028,0.346,0.1667,0.084,0.0
4197,39.9573,0.4733,0.4096,0.0598,0.3146,0.0199,0.317,0.1111,0.1439,0.0
4198,42.8504,-0.3834,-2.8094,0.0156,0.7402,0.0629,0.5333,0.035,-0.0003,0.0
4199,39.5758,0.3969,0.3051,0.3839,0.1992,0.031,0.1816,0.2714,-0.0003,0.0
4200,45.7893,-0.708,0.8893,0.0684,0.0938,0.0446,0.4804,0.2785,-0.0003,1.0
4201,34.2504,0.6988,-2.1987,0.6078,0.5156,0.0289,0.3781,0.5678,-0.0003,1.0
4202,51.249,-0.3708,-1.8646,0.0163,0.4942,0.1388,0.4242,0.0279,-0.0003,0.0
4203,45.9693,0.3736,1.2647,0.0811,0.4474,0.0401,0.349,0.0495,-0.0003,0.0
4204,45.7679,-0.4881,-0.4472,0.2059,0.3075,0.0443,0.3931,0.0753,-0.0003,1.0
4205,36.3043,0.448,2.7033,0.2645,0.1499,0.0317,0.186,0.1229,0.2985,1.0
4206,46.2928,0.7283,2.3412,0.0266,0.45,0.0354,0.4355,0.1646,-0.0003,1.0
4207,45.8869,-0.7215,-0.8125,0.3306,0.408,0.0509,0.5674,1.0012,-0.0003,1.0
4208,41.825,-0.591,2.7965,0.0077,0.2093,0.0324,0.2237,0.0283,-0.0003,0.0
4209,40.0275,0.6133,-0.3919,0.0029,0.2775,0.0221,0.181,0.0165,-0.0003,0.0
4210,54.8867,0.3163,-0.8286,0.1742,0.6033,0.0667,0.6671,0.1688,-0.0003,0.0
4211,48.069,-0.3147,2.2954,0.0053,0.6723,0.0435,0.4743,0.1265,-0.0003,0.0
4212,48.127,0.6461,-1.1556,0.0926,0.3565,0.0724,0.3018,0.0164,-0.0003,0.0
4213,43.5279,-0.6091,1.9611,0.0157,0.2549,0.024,0.1328,0.0256,-0.0003,0.0
4214,48.4474,0.4012,-2.5766,0.0201,0.5034,0.0858,0.3013,0.0234,-0.0003,0.0
4215,47.5532,-0.4021,0.5375,0.0045,0.169,0.0149,0.3459,0.0666,0.0511,0.0
4216,45.2888,-0.3731,0.8926,0.0035,0.3443,0.0306,0.3066,0.0405,-0.0003,0.0
4217,44.3397,0.3765,-2.2653,0.0033,0.2888,0.0669,0.3964,0.0495,-0.0003,0.0
4218,42.3133,0.2678,2.3267,0.0061,0.5353,0.1076,0.4905,0.0634,-0.0003,0.0
4219,36.2066,-0.3472,-0.768,0.0015,0.302,0.1006,0.1396,0.0429,-0.0003,0.0
4220,43.1312,0.2118,1.6983,0.6698,0.5427,0.0523,0.3993,0.6258,-0.0003,1.0
4221,36.9451,-0.2626,-1.4313,0.0108,0.2978,0.0193,0.4627,0.0292,-0.0003,1.0
4222,51.1666,-0.5503,-2.0467,0.0073,0.2323,0.0237,0.3395,0.0179,-0.0003,0.0
4223,44.1596,0.5347,1.1012,0.0227,0.0684,0.0338,0.1322,0.0103,-0.0003,0.0
4224,53.6934,-0.3826,-0.0674,0.0272,0.3372,0.0192,0.3354,0.0347,0.0672,0.0
4225,47.0405,0.396,3.0854,0.0088,0.1557,0.09,0.2602,0.0259,0.1297,0.0
4226,54.4961,0.6746,-1.3307,0.2621,0.494,0.0675,0.2924,0.4179,-0.0003,1.0
4227,39.3133,-0.6783,1.8471,0.1639,0.6254,0.0473,0.5458,0.3234,0.3198,1.0
4228,40.7782,-0.4907,-1.0726,0.0707,0.3517,0.0215,0.4053,0.0825,-0.0003,1.0
4229,36.228,0.4363,2.0893,0.3085,0.5982,0.0301,0.2326,0.2855,0.3465,1.0
4230,43.6103,-0.4542,-3.1191,0.0188,0.2208,0.0982,0.4423,0.0688,-0.0003,0.0
4231,42.2766,0.4263,0.0357,0.0483,0.3127,0.0464,0.5352,0.0602,-0.0003,0.0
4232,40.2167,-0.5759,-1.8263,0.1871,0.7701,0.0379,0.3616,0.2177,-0.0003,1.0
4233,32.163,0.5612,1.379,0.1288,0.5255,0.0663,0.3849,0.2777,0.4197,1.0
4234,60.7431,-0.3279,0.6935,0.153,0.2332,0.0365,0.4066,0.2194,-0.0003,1.0
4235,54.4015,0.3158,-2.4569,0.5423,0.2803,0.1191,0.5014,0.4819,-0.0003,1.0
4236,47.4708,0.6771,0.8477,0.033,0.3795,0.0656,0.4759,0.1318,-0.0003,0.0
4237,38.1201,-0.7054,-2.2554,0.0503,0.2187,0.0433,0.4587,0.0154,-0.0003,0.0
4238,32.3308,0.3103,1.0173,0.3041,0.5036,0.0582,0.2402,0.1451,0.4778,1.0
4239,22.6322,-0.3155,-2.2044,0.1139,0.643,0.0169,0.3748,0.0253,0.1414,1.0
4240,47.5654,-0.3372,-0.3362,0.0023,0.3562,0.0701,0.4324,0.0872,-0.0003,0.0
4241,37.6287,0.3325,2.7837,0.1758,0.3616,0.0223,0.1841,0.1824,-0.0003,0.0
4242,44.9348,0.1689,-1.6431,0.003,0.7573,0.1126,0.4828,0.0823,-0.0003,0.0
4243,44.3,-0.177,1.5093,0.0527,0.3369,0.0293,0.4405,0.0928,0.1008,0.0
4244,48.0171,0.743,-1.17,0.0556,0.6295,0.0882,0.4314,0.0311,-0.0003,0.0
4245,42.0844,-0.7299,1.9815,0.0666,0.3953,0.0364,0.3572,0.1253,-0.0003,0.0
4246,50.9743,0.7026,-1.7544,0.024,0.5757,0.0346,0.4248,0.1996,-0.0003,0.0
4247,45.6153,-0.7206,1.4066,0.0127,0.3737,0.1196,0.1312,0.0027,-0.0003,0.0
4248,56.849,0.4155,1.9792,0.0187,0.1083,0.1435,0.3306,0.0283,-0.0003,0.0
4249,45.6977,-0.377,-1.1569,0.0413,0.4732,0.0885,0.5243,0.1696,-0.0003,0.0
4250,45.893,-0.7496,-2.4761,0.0171,0.1011,0.0294,0.1309,0.0114,-0.0003,0.0
4251,43.1525,0.7547,0.6669,0.0496,0.196,0.011,0.2218,0.0906,-0.0003,0.0
4252,47.1046,-0.6852,0.6645,0.0406,0.209,0.0484,0.4769,0.0329,-0.0003,0.0
4253,41.0681,0.6674,-2.5011,0.0,0.0957,0.0058,0.1798,0.0795,-0.0003,0.0
4254,52.8634,-0.4587,-1.335,0.0102,0.4768,0.05,0.4209,0.0202,-0.0003,0.0
4255,46.1921,0.4253,1.7948,0.1611,0.5505,0.0565,0.4357,0.1202,0.0431,0.0
4256,47.3671,-0.0212,-0.9938,0.0966,0.4195,0.1185,0.5194,0.0557,-0.0003,1.0
4257,43.6378,0.0278,2.1619,0.4573,0.268,0.0698,0.7519,0.8143,-0.0003,1.0
4258,48.2033,-0.7809,-0.8923,0.0528,0.5283,0.0383,0.2585,0.0789,-0.0003,0.0
4259,46.8757,0.7827,2.2696,0.0252,0.354,0.0502,0.2604,0.0814,-0.0003,0.0
4260,38.6725,0.393,1.722,0.5451,0.3388,0.0383,0.3198,0.4394,0.3612,1.0
4261,32.5353,-0.3905,-1.4234,0.1897,0.3196,0.025,0.4796,0.1461,-0.0003,1.0
4262,44.8493,-0.1504,0.7938,0.044,0.2179,0.1378,0.4391,0.0535,-0.0003,0.0
4263,39.0143,0.1323,-2.3348,0.0204,0.6197,0.0202,0.1823,0.0246,-0.0003,0.0
4264,48.5206,0.1916,1.9946,0.0866,0.3366,0.227,0.5162,0.0872,-0.0003,0.0
4265,40.5707,-0.287,-1.1717,0.0215,0.3798,0.1397,0.4059,0.0699,-0.0003,0.0
4266,51.5328,-0.2018,-0.9572,0.1987,0.7448,0.0449,0.3389,0.2989,-0.0003,0.0
4267,44.5136,0.1976,2.1873,0.0138,0.679,0.0519,0.5279,0.0287,-0.0003,0.0
4268,43.8544,0.6393,-2.2143,0.0304,0.4671,0.0339,0.3534,0.0851,-0.0003,0.0
4269,41.1841,-0.6311,0.9224,0.0063,0.0607,0.0619,0.1797,0.0305,-0.0003,0.0
4270,45.7984,-0.3184,2.2968,0.0188,0.236,0.1578,0.4803,0.1859,0.2556,0.0
4271,44.0345,0.3048,-0.836,0.0331,0.2053,0.049,0.353,0.0423,-0.0003,0.0
4272,45.9052,-0.1893,-0.7059,0.2674,0.3104,0.0585,0.2618,0.2559,-0.0003,1.0
4273,45.8564,0.1431,2.3434,0.5744,0.4684,0.0361,0.5675,0.6907,-0.0003,1.0
4274,47.1199,0.6239,-1.9128,0.2849,0.1099,0.0939,0.5202,0.2792,-0.0003,1.0
4275,28.9952,-0.6292,1.1954,0.2738,0.7371,0.021,0.3472,0.4857,-0.0003,1.0
4276,44.9439,0.0282,2.6298,0.3437,0.5467,0.0213,0.2633,0.5172,-0.0003,1.0
4277,38.3673,-0.0127,-0.5058,0.3207,0.15,0.0483,0.5952,0.2153,-0.0003,1.0
4278,43.9307,-0.1453,-0.2134,0.0035,0.4722,0.0871,0.4856,0.0649,-0.0003,0.0
4279,41.0193,0.097,2.9901,0.0034,0.7087,0.0192,0.3148,0.0106,-0.0003,0.0
4280,38.7152,-0.78,-0.2377,0.0326,0.4366,0.0664,0.4111,0.1572,-0.0003,0.0
4281,31.8334,0.7583,2.8833,0.0225,0.3335,0.0251,0.193,0.0278,-0.0003,0.0
4282,42.6093,-0.5452,0.1235,0.0423,0.7148,0.0419,0.3116,0.0567,-0.0003,1.0
4283,38.1628,0.5549,-2.982,0.3483,0.5116,0.0792,0.7337,0.5192,-0.0003,1.0
4284,42.0233,0.6574,2.4392,0.0439,0.3863,0.0267,0.4021,0.0297,-0.0003,0.0
4285,42.0142,-0.6486,-0.7657,0.0077,0.4856,0.0376,0.3574,0.0124,-0.0003,0.0
4286,49.5064,-0.138,1.6668,0.0256,0.2537,0.147,0.3424,0.1058,-0.0003,0.0
4287,43.8331,0.1822,-1.4669,0.0048,0.3156,0.0743,0.3976,0.0198,-0.0003,0.0
4288,46.4607,-0.1832,-1.8401,0.0018,0.0521,0.1058,0.3915,0.0911,-0.0003,0.0
4289,45.89,0.1866,1.3023,0.0111,0.8589,0.024,0.3492,0.02,-0.0003,0.0
4290,47.2267,-0.7099,-0.2329,0.0008,0.2763,0.0432,0.4332,0.039,-0.0003,0.0
4291,42.3285,0.6429,2.8999,0.0313,0.3027,0.0302,0.4459,0.0403,-0.0003,0.0
4292,45.6031,0.4066,-2.0885,0.0549,0.5273,0.0341,0.3935,0.0806,-0.0003,0.0
4293,45.3712,-0.3896,1.0838,0.0413,0.1375,0.0438,0.394,0.1119,-0.0003,0.0
4294,51.0933,-0.2905,2.9583,0.0274,0.0277,0.0107,0.1698,0.0052,-0.0003,0.0
4295,43.5676,0.2369,-0.1584,0.0011,0.3729,0.0458,0.531,0.0844,-0.0003,0.0
4296,46.5675,0.4041,1.1124,0.0459,0.1967,0.0298,0.3478,0.0143,-0.0003,0.0
4297,46.2165,-0.3756,-2.0246,0.0051,0.7155,0.111,0.5228,0.0673,-0.0003,0.0
4298,47.7058,-0.5088,-2.8664,0.0999,0.3093,0.1008,0.6481,0.2026,-0.0003,1.0
4299,46.6835,0.4986,0.2678,0.225,0.4196,0.1701,0.478,0.243,-0.0003,1.0
4300,48.8624,-0.6055,0.6292,0.0862,0.574,0.0812,0.3435,0.1141,-0.0003,0.0
4301,48.5115,0.6634,-2.5945,0.0383,0.109,0.1557,0.3442,0.0118,-0.0003,0.0
4302,38.3917,0.406,2.8224,0.5808,0.4901,0.1239,0.5951,-0.02,-0.0003,1.0
4303,33.7469,-0.4852,-0.3701,0.0666,0.423,0.0371,0.3797,0.1375,0.1318,1.0
4304,48.7434,0.5394,-1.1396,0.1375,0.4312,0.0385,0.3437,0.4045,-0.0003,1.0
4305,36.6522,-0.5155,1.9997,0.1695,0.1998,0.0665,0.371,0.4309,-0.0003,1.0
4306,47.5624,-0.3556,1.7824,0.362,0.5711,0.0469,0.3892,0.567,-0.0003,1.0
4307,46.1769,0.3315,-1.3921,0.1294,0.5124,0.0334,0.4358,0.1098,-0.0003,1.0
4308,45.0263,0.047,-1.6501,0.0152,0.3887,0.0746,0.2632,0.0278,-0.0003,0.0
4309,33.3257,-0.0889,1.519,0.2311,0.4569,0.0604,0.4287,0.2336,-0.0003,0.0
4310,46.3569,-0.0357,3.0511,0.0086,0.1971,0.1944,0.4353,0.017,-0.0003,0.0
4311,40.7202,0.0315,-0.0849,0.0096,0.2667,0.0122,0.2253,0.0195,-0.0003,0.0
4312,46.1097,0.3128,2.317,0.0914,0.5682,0.0833,0.3923,0.0214,-0.0003,1.0
4313,32.3766,-0.2846,-0.8625,0.1596,0.653,0.0602,0.4802,0.1489,0.1391,1.0
4314,48.1971,-0.5446,1.5165,0.0367,0.7538,0.088,0.6033,0.1187,-0.0003,0.0
4315,37.2045,0.5656,-1.669,0.0577,0.3415,0.0196,0.4156,0.1149,0.0763,0.0
4316,47.1321,-0.4319,-1.6944,0.0138,0.1807,0.0697,0.5201,0.0074,-0.0003,0.0
4317,41.416,0.4238,1.4643,0.0158,0.5528,0.0933,0.2691,0.0064,-0.0003,0.0
4318,43.7568,0.6678,0.5274,0.0247,0.2268,0.0788,0.2652,0.0009,-0.0003,0.0
4319,42.06,-0.665,-2.6243,0.032,0.5042,0.0333,0.134,0.0032,-0.0003,0.0
4320,50.5623,0.7232,1.2539,0.0167,0.0529,0.0359,0.1277,0.0157,-0.0003,0.0
4321,47.3335,-0.7145,-1.9304,0.0434,0.4004,0.0628,0.433,0.0665,-0.0003,0.0
4322,48.1971,-0.5293,0.6466,0.0179,0.0984,0.0379,0.3017,0.0234,-0.0003,0.0
4323,47.5166,0.537,-2.4704,0.1552,0.3613,0.019,0.3893,0.1888,-0.0003,0.0
4324,45.4353,0.2689,2.4634,0.0299,0.356,0.0171,0.3501,0.0765,-0.0003,0.0
4325,40.9705,-0.3019,-0.6544,0.0016,0.2489,0.0302,0.4948,0.0628,-0.0003,0.0
4326,46.1341,-0.4978,0.3656,0.0395,0.2455,0.0309,0.1743,0.0466,-0.0003,0.0
4327,34.1588,0.503,-2.7655,0.0495,0.922,0.0225,0.1419,0.011,-0.0003,0.0
4328,47.6204,0.6732,-0.7293,0.1067,0.4732,0.0675,0.5187,0.161,0.2867,1.0
4329,45.3529,-0.6852,2.4007,0.1657,0.6381,0.0258,0.3502,0.1646,0.2622,1.0
4330,44.6845,-0.6544,1.3429,0.0226,0.4933,0.092,0.6593,0.0643,0.1203,0.0
4331,42.0233,0.636,-1.8062,0.037,0.3384,0.0523,0.4467,0.028,-0.0003,0.0
4332,86.7598,-0.2093,-1.6528,0.0403,0.2259,0.0775,0.2993,0.1617,-0.0003,0.0
4333,45.1728,0.1233,1.5014,0.002,0.262,0.0303,0.3068,0.014,-0.0003,0.0
4334,39.4781,0.7619,0.4348,0.1421,0.8509,0.0269,0.2726,0.1755,-0.0003,1.0
4335,35.8923,-0.7751,-2.8125,0.2591,0.4211,0.0362,0.5131,0.3494,0.3764,1.0
4336,46.07,0.0021,-0.4205,0.1492,0.0487,0.0837,0.3488,0.065,-0.0003,0.0
4337,34.0459,0.0056,2.7136,0.0353,0.5284,0.0612,0.5207,0.0291,-0.0003,0.0
4338,43.0854,0.3006,-2.7249,0.0969,0.5891,0.0326,0.2663,0.1672,0.0772,0.0
4339,41.6144,-0.2956,0.4254,0.116,0.3194,0.0182,0.2688,0.1907,-0.0003,0.0
4340,46.0395,-0.2428,-1.7804,0.2696,0.3824,0.0254,0.3489,0.2058,-0.0003,0.0
4341,44.8371,0.2335,1.3926,0.0006,0.5765,0.1055,0.6587,0.0389,-0.0003,0.0
4342,50.1778,-0.6387,1.8196,0.0092,0.27,0.1307,0.5545,0.0082,-0.0003,0.0
4343,48.1819,0.6423,-1.3234,0.0443,0.7126,0.052,0.3879,0.0411,-0.0003,0.0
4344,42.4414,0.3559,-0.5534,0.3738,0.3555,0.0441,0.5347,0.4697,0.1117,1.0
4345,35.5291,-0.3408,2.5782,0.1828,0.3374,0.0504,0.2807,0.064,0.4368,1.0
4346,46.2593,-0.4151,0.0483,0.2647,0.6513,0.0445,0.4356,0.277,-0.0003,1.0
4347,38.0438,0.4283,-3.1076,0.4194,0.3269,0.0309,0.5048,0.2896,-0.0003,1.0
4348,33.4813,0.212,1.5788,0.1827,0.2755,0.0578,0.3329,0.3476,0.4774,1.0
4349,24.0269,-0.2548,-1.6253,0.0279,0.6697,0.0381,0.2627,0.0207,0.3292,1.0
4350,46.3905,-0.7815,1.1772,0.0365,0.2411,0.0359,0.3046,0.0275,-0.0003,0.0
4351,44.8157,0.7947,-1.9494,0.0676,0.0901,0.0305,0.1317,0.0269,-0.0003,0.0
4352,52.5551,-0.663,-0.5168,0.0867,0.2758,0.0589,0.3794,0.179,-0.0003,1.0
4353,44.6937,0.6696,2.5869,0.1611,0.3331,0.0351,0.3516,0.1715,-0.0003,1.0
4354,49.012,0.0885,1.0031,0.1501,0.4237,0.0566,0.3433,0.1132,-0.0003,0.0
4355,45.2216,-0.0908,-2.154,0.009,0.1795,0.0362,0.3505,0.0724,0.1623,0.0
4356,45.5634,0.4854,2.8289,0.0785,0.5262,0.0221,0.2623,0.0093,-0.0003,0.0
4357,41.413,-0.4751,-0.3002,0.046,0.2456,0.1885,0.4485,0.0215,-0.0003,0.0
4358,58.9517,0.5574,-2.9392,0.0643,0.1493,0.1573,0.6554,0.1458,-0.0003,0.0
4359,54.2092,-0.5759,0.145,0.0012,0.3489,0.1885,0.5437,0.0468,-0.0003,0.0
4360,53.2357,-0.4175,2.7521,0.0054,0.0489,0.0361,0.4201,0.0833,-0.0003,0.0
4361,48.4016,0.415,-0.4117,0.0487,0.2384,0.2449,0.3874,0.0123,0.6991,0.0
4362,48.4535,0.6527,-0.0789,0.0396,0.4059,0.1553,0.7316,0.0272,-0.0003,0.0
4363,41.4191,-0.6565,3.0633,0.0508,0.5375,0.0479,0.5382,0.1503,-0.0003,0.0
4364,44.6052,-0.7764,0.8429,0.0039,0.2793,0.075,0.3078,0.0347,-0.0003,0.0
4365,36.1669,0.7743,-2.2859,0.0232,0.2705,0.0212,0.2327,0.0009,-0.0003,0.0
4366,46.5248,-0.5752,0.4732,0.0465,0.1506,0.5568,0.3044,0.0202,-0.0003,0.0
4367,43.0121,0.5676,-2.6951,0.005,0.2528,0.0388,0.3996,0.1259,-0.0003,0.0
4368,52.8084,0.2418,0.8433,0.0064,0.4981,0.0104,0.3368,0.0595,-0.0003,0.0
4369,47.1351,-0.2109,-2.3097,0.2018,0.2777,0.0449,0.3901,0.2282,-0.0003,0.0
